CHSI_County_Name,CHSI_State_Name,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare (elderly age 65+),Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
Jackson,Missouri,3,24.7,78.9,24.6,25.8,25.8,7.8,84511,79402,16138,83.4,61.4,1,2
Jasper,Missouri,24,29.9,85,25.2,24.1,27.1,8.1,15710,16270,3693,65.1,48.8,1,2
Jefferson,Missouri,12,26.1,78.7,19.9,24,31.1,5.6,19492,17744,4544,21.1,21.1,1,2
Johnson,Missouri,28,24.6,82.6,23.8,24.8,24.5,7,6250,4406,823,49.2,29.5,2,2
Knox,Missouri,61,-1111.1,-1111.1,-1111.1,-1111.1,14.2,6.6,833,823,109,0,24,1,2
Laclede,Missouri,34,37.9,84.4,25.8,24.1,33.7,7.6,4650,4807,1086,43.5,34.8,2,2
Lafayette,Missouri,31,28.6,82,29,-1111.1,15.6,12.1,3429,4938,869,15.1,24.2,1,2
Lawrence,Missouri,34,26.2,-1111.1,23.5,-1111.1,26,5.2,5599,4943,1074,45.8,26.9,2,2
Lewis,Missouri,62,31.8,76.1,29.3,-1111.1,27.8,8,1200,1695,235,9.8,19.6,1,2
Lincoln,Missouri,29,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.2,4039,4171,897,12.6,10.5,2,2
Linn,Missouri,63,36,81.3,24.5,-1111.1,26.6,6.7,1787,2718,415,38.1,22.8,2,2
Livingston,Missouri,63,29.8,72.1,28.3,-1111.1,26.1,10.7,1514,2568,374,21,56,2,2
McDonald,Missouri,69,25.9,-1111.1,18.4,-1111.1,-1111.1,2.9,4550,2293,645,4.4,21.9,1,1
Macon,Missouri,59,27.5,75.6,25.8,25.5,23.4,8,1971,2845,435,38.5,19.2,1,2
Madison,Missouri,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,1698,2015,521,32.9,16.5,2,2
Maries,Missouri,62,18.1,-1111.1,-1111.1,-1111.1,-1111.1,4.1,1269,1038,229,11.1,22.2,2,1
Marion,Missouri,34,29.5,80.1,24.9,30.8,26.6,8,2849,4414,1018,67,49.3,2,2
Mercer,Missouri,61,-1111.1,-1111.1,-1111.1,-1111.1,23.1,11.1,418,684,90,27.8,0,1,1
Miller,Missouri,43,26.7,-1111.1,23.9,-1111.1,36.3,5.9,3592,3875,767,20.2,24.3,2,2
Mississippi,Missouri,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.6,2394,2122,606,22.1,29.4,2,1
Moniteau,Missouri,40,21.6,-1111.1,20.7,-1111.1,-1111.1,13.4,1823,1966,275,6.6,26.5,2,2
Monroe,Missouri,40,31.2,84.7,27,-1111.1,33.9,13.1,1024,1642,225,0,32,2,2
Montgomery,Missouri,43,-1111.1,86.7,-1111.1,-1111.1,-1111.1,9.6,1549,2061,346,16.4,8.2,2,2
Morgan,Missouri,63,33.6,83.7,24.6,-1111.1,29.3,11.9,3484,3785,770,9.8,19.6,2,2
New Madrid,Missouri,68,-1111.1,-1111.1,23,-1111.1,29.5,12.7,3129,2653,789,10.8,16.2,1,1
Newton,Missouri,29,25,81.4,26.5,21.4,24.2,6.1,7793,5374,1060,18,16.2,1,2
Nodaway,Missouri,63,25.6,83,25.9,35,18,6.8,1733,2962,306,73.7,27.6,2,2
Oregon,Missouri,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.7,2268,1792,512,0,9.6,1,1
Osage,Missouri,56,15.1,-1111.1,16.7,-1111.1,-1111.1,9.9,956,1626,247,14.8,14.8,2,2
Ozark,Missouri,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,1939,1816,445,21.1,21.1,1,1
Pemiscot,Missouri,76,44.8,-1111.1,30.1,-1111.1,28.8,12.9,4265,2749,972,67,10.3,2,2
Perry,Missouri,57,24.7,-1111.1,25.3,-1111.1,26.9,10.2,1491,2550,376,43.1,32.3,2,2
Pettis,Missouri,31,24.4,85.3,20.3,22.8,28.4,4.5,5800,5792,1135,44.9,42.4,1,2
Phelps,Missouri,32,29.3,74.6,22,31.6,26.9,7.4,5632,5537,1345,78.3,47.5,2,2
Pike,Missouri,43,25.5,76.7,24.2,-1111.1,22.4,8.7,2339,2642,443,10.7,21.3,2,2
Platte,Missouri,46,22.2,78.9,24.5,17.7,20.6,5.6,6339,6916,1020,63.3,35.3,1,2
Polk,Missouri,49,29.2,87.5,17.2,-1111.1,23.9,13.6,4257,4505,887,65.8,17.3,2,2
Pulaski,Missouri,33,29.3,80.5,24.5,-1111.1,32.9,7.5,5788,3662,925,29.4,33.9,1,1
Putnam,Missouri,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.1,798,1004,132,0,38.7,2,1
Ralls,Missouri,40,24,-1111.1,24.7,-1111.1,30,7.8,910,1053,162,10.2,0,2,2
Randolph,Missouri,65,31.4,86.1,34.3,33.9,24,9.9,2957,3534,748,31.6,27.6,2,2
Ray,Missouri,38,32,-1111.1,31.9,-1111.1,36.3,8.2,2121,2553,513,8.3,16.6,2,2
Reynolds,Missouri,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.4,1282,1018,332,30.4,0,1,2
Ripley,Missouri,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.7,2670,2311,716,43.3,14.4,1,2
St. Charles,Missouri,10,19.5,75.7,20.9,23.2,21,5.7,21933,28745,4279,40,26.4,1,2
St. Clair,Missouri,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1623,1775,409,72.3,20.6,2,2
Ste. Genevieve,Missouri,38,20.5,-1111.1,-1111.1,-1111.1,-1111.1,6.3,1295,2449,425,44,22,2,2
St. Francois,Missouri,24,29.9,80.8,30.9,38.9,30.5,10.7,6452,8429,2503,48.7,27.6,1,2
St. Louis,Missouri,1,19.6,79.2,20.6,26.1,19.6,5.3,81592,141129,18246,157.7,73.6,1,2
Saline,Missouri,63,31,83.1,26.3,38.6,33.2,11.4,2981,3643,772,60.7,34.7,2,2
Schuyler,Missouri,61,-1111.1,-1111.1,15.3,-1111.1,-1111.1,6.2,636,956,152,0,46.4,2,2
Scotland,Missouri,70,-1111.1,-1111.1,-1111.1,-1111.1,18,5.7,877,845,99,20.3,20.3,1,2
Scott,Missouri,33,37.2,83.8,27.8,26.4,29.6,6.8,5611,5794,1637,68.1,36.5,1,2
Shannon,Missouri,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.1,2070,1068,328,12,0,1,1
Shelby,Missouri,61,-1111.1,-1111.1,23.3,-1111.1,-1111.1,8.9,958,1350,156,29.7,29.7,2,1
Stoddard,Missouri,49,36,83.2,29.4,29.8,30,7.8,4118,5127,1246,20.2,26.9,1,2
Stone,Missouri,30,29.5,-1111.1,21.8,-1111.1,19.2,8.4,4339,5181,809,19.4,16.2,2,2
Sullivan,Missouri,61,-1111.1,-1111.1,-1111.1,-1111.1,22,12.3,1331,1187,201,14.5,14.5,1,2
Taney,Missouri,30,21.2,80.1,21.7,-1111.1,23.7,7.8,6965,6777,1210,67.5,27.9,1,2
Texas,Missouri,75,29.8,79.1,21.2,-1111.1,29.3,10.2,4560,3845,911,16.3,20.3,2,2
Vernon,Missouri,43,25.8,86,21.6,-1111.1,-1111.1,8.3,2964,3027,721,39.1,34.2,2,2
Warren,Missouri,38,-1111.1,-1111.1,-1111.1,-1111.1,13.8,7,2343,3294,558,7,10.4,2,1
Washington,Missouri,68,33.1,89.4,29.3,-1111.1,34.3,8.8,3807,2409,946,12.5,8.3,1,1
Wayne,Missouri,70,34.5,-1111.1,20.3,-1111.1,-1111.1,9.1,2507,2820,881,30.5,15.3,2,1
Webster,Missouri,33,29,81.7,24,-1111.1,32.2,5.1,5206,4494,1071,23,20.1,2,2
Worth,Missouri,70,-1111.1,-1111.1,-1111.1,-1111.1,15.6,-1111.1,345,505,64,46,0,2,2
Wright,Missouri,76,32.5,91.2,25.7,-1111.1,24.7,8.1,3456,3277,861,27.3,32.8,1,2
St. Louis City,Missouri,5,28.5,78.8,29.7,30.3,27,10.2,63623,40285,11644,171.3,31.9,1,2
Beaverhead,Montana,83,20.7,75.7,20.5,17.8,10.7,7.9,1515,1263,176,91.2,45.6,1,2
Big Horn,Montana,86,29.9,80.4,32.6,24.7,30.7,9.4,3404,1055,181,98.9,30.4,1,1
Blaine,Montana,86,27.5,80.5,26.5,28.6,33.7,8,1672,822,108,60.3,30.2,1,2
Broadwater,Montana,85,26.7,72.5,21.4,-1111.1,19.3,8.4,712,755,132,44.3,22.1,2,1
Carbon,Montana,84,21.2,75.4,17.2,26.1,20.2,3.6,1554,1518,161,70.7,40.4,1,2
Carter,Montana,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,326,236,18,0,0,2,2
Cascade,Montana,19,20.9,77.8,21.9,29.6,18.5,6.5,11727,11281,1952,86.7,61.6,1,2
Chouteau,Montana,82,22.6,78.5,22.7,-1111.1,15.7,4.4,919,952,101,73.2,18.3,2,2
Custer,Montana,84,24.9,74.3,18.9,26.1,22.2,5.8,1791,1950,329,79.9,53.3,1,2
Daniels,Montana,81,-1111.1,82.5,-1111.1,-1111.1,10.6,10.3,361,463,27,0,0,2,1
Dawson,Montana,84,26.9,80.4,22.8,29,21.9,7.2,1162,1519,177,80.6,46,1,1
Deer Lodge,Montana,70,27.9,76.8,24.8,33.6,25.7,6.9,1369,1740,369,67.1,44.7,2,2
Fallon,Montana,82,27.7,83.5,21,-1111.1,25.7,3.8,296,512,41,36.8,36.8,2,2
Fergus,Montana,84,23.5,74.1,24,22.5,16.2,6.5,2311,2241,269,103.9,60.6,2,2
Flathead,Montana,23,16.3,71.7,14,21.3,17.8,5.1,11102,10767,1871,90.2,52.9,2,2
Gallatin,Montana,19,13.5,77.3,11.5,15.2,14.9,2.9,9074,6329,741,86.9,46,1,2
Garfield,Montana,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,243,222,13,0,0,2,1
Glacier,Montana,86,30.4,79.1,29.9,27.2,35.3,10.2,3578,1247,204,59,29.5,1,1
Golden Valley,Montana,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,258,175,31,0,0,2,1
Granite,Montana,87,15.3,-1111.1,20.5,-1111.1,15.5,11,567,393,65,0,0,2,1
Hill,Montana,86,22.5,76.7,24.3,25.7,26.2,6.2,3138,2085,338,73.6,49.1,2,2
Jefferson,Montana,78,18.1,80.1,15.3,21.8,21.7,5.4,1246,1114,275,80.6,17.9,2,1
Judith Basin,Montana,84,24.9,-1111.1,22.5,-1111.1,11.6,8.5,539,378,45,0,0,2,1
Lake,Montana,36,22.3,75.8,20.8,24.3,23.6,5.6,5585,3696,580,70.7,38.9,1,2
Lewis and Clark,Montana,19,19.5,78.6,20.5,21.1,18.3,5.7,6333,6836,1346,90.7,54.7,1,2
Liberty,Montana,82,-1111.1,85.9,-1111.1,-1111.1,4.2,9.1,375,620,60,99.9,49.9,2,2
Lincoln,Montana,83,24.2,79.7,22.3,29,27.3,6.8,3366,3010,833,83.4,41.7,1,2
McCone,Montana,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,418,336,17,0,0,2,1
Madison,Montana,84,20.6,69.1,14.5,21,17.2,3.2,1281,1145,104,96.2,13.7,1,2
Meagher,Montana,87,-1111.1,-1111.1,-1111.1,-1111.1,18.4,7.2,491,341,44,150.1,50,2,2
Mineral,Montana,86,24.1,-1111.1,20.8,-1111.1,20.3,9.1,773,715,172,0,74.7,2,2
Missoula,Montana,22,12.8,75.6,15,20,20.1,3.9,14069,9655,2009,88.9,56,1,2
Musselshell,Montana,87,26.9,80.7,16.1,17.5,17.2,3.2,952,752,147,88.9,22.2,2,1
Park,Montana,84,20.9,74.8,13.7,20.3,18.3,3.2,2443,2267,329,106.5,62.6,1,2
Petroleum,Montana,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0,0,2,1
Phillips,Montana,85,33.5,76.8,20.7,-1111.1,14.9,6.5,841,815,82,23.9,23.9,2,1
Pondera,Montana,88,26.8,75.9,27.9,-1111.1,21.4,11.2,1292,1084,109,49.3,32.9,2,2
Powder River,Montana,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,363,276,17,0,0,2,1
Powell,Montana,86,22.7,77.2,24.5,-1111.1,23,7.9,911,988,144,85.7,42.9,2,1
Prairie,Montana,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,228,269,26,90.5,0,2,1
Ravalli,Montana,49,17.7,75.3,17.3,27.2,19.7,6.2,6529,5862,953,62.6,42.6,2,2
Richland,Montana,83,27.2,76.4,21.6,29.1,18.9,7.9,1474,1493,205,66,33,1,2
Roosevelt,Montana,86,32.3,73.7,30.9,28.8,33.6,13.8,2797,1237,169,38,19,2,2
Rosebud,Montana,86,26.9,79.5,30.9,24.6,22.3,7.4,1958,952,170,54.3,65.1,1,2
Sanders,Montana,88,26.3,75.7,21,19.9,19.3,8.7,2313,1867,406,63.3,9,2,2
Sheridan,Montana,81,34.4,78.2,23.6,-1111.1,19.5,5.5,541,916,72,28.4,28.4,2,1
Silver Bow,Montana,49,23.9,78.9,16.9,28.7,21.7,4.8,4906,5330,1051,84.9,48.5,1,2
Stillwater,Montana,81,31.7,79.1,18.8,23.1,22.1,5.5,1150,1206,124,35.3,11.8,2,2
Sweet Grass,Montana,81,22.6,70.8,19,-1111.1,18.1,3.4,566,556,46,54.5,27.2,2,1
Teton,Montana,85,23.7,79.2,19.8,27.3,16.4,4,1099,1062,126,32.1,32.1,2,2
Toole,Montana,85,29.9,73.1,27.9,-1111.1,27.8,6.5,816,460,52,99.4,59.6,2,2
Treasure,Montana,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,143,165,12,0,0,2,2
Valley,Montana,84,29.1,72.3,21.9,25.1,21.2,7.1,1351,1526,152,28,42,2,1
Wheatland,Montana,87,-1111.1,-1111.1,-1111.1,-1111.1,19,3.4,517,399,55,98.2,49.1,2,2
Wibaux,Montana,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,190,200,15,0,0,2,2
Yellowstone,Montana,14,21.8,78.9,21.4,25.2,21.1,5.5,17770,17407,2629,102.4,55.6,1,2
Adams,Nebraska,26,22.7,81,24.4,27.4,21,5.5,2956,4585,609,84.7,66.5,2,2
Antelope,Nebraska,40,27.2,76.9,23.4,-1111.1,20.3,7.1,1142,1303,106,57.1,14.3,2,2
Arthur,Nebraska,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,128,-2222,-2222,0,0,2,1
Banner,Nebraska,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,234,-2222,-2222,0,0,2,1
Blaine,Nebraska,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,166,96,12,0,0,2,1
Boone,Nebraska,40,26.1,-1111.1,28.8,-1111.1,17.6,4.4,898,1278,69,121.3,34.7,2,2
Box Butte,Nebraska,39,22.7,80.3,28.1,21,27.8,5.8,1549,1697,232,35.2,44,1,2
Boyd,Nebraska,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.8,399,618,39,265.4,44.2,2,2
Brown,Nebraska,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.9,708,757,61,90.1,30,2,2
Buffalo,Nebraska,28,23.1,82.1,24.8,21,20.4,4.3,4979,4916,625,114.8,62,2,2
Burt,Nebraska,40,24.7,79.4,22.1,-1111.1,19.5,5.7,970,1601,152,26.8,40.2,2,2
Butler,Nebraska,56,20.5,83.4,27.3,-1111.1,21.8,6.6,862,1513,174,45.9,34.4,2,2
Cass,Nebraska,38,25.1,84.2,26.6,23.2,24,7.5,1990,3066,350,19.4,15.5,2,2
Cedar,Nebraska,56,25.2,-1111.1,25.2,12.7,12.3,6.6,1132,1744,96,33.1,22.1,2,1
Chase,Nebraska,82,20.8,-1111.1,19.2,-1111.1,11.1,6.6,611,854,46,129.3,25.9,2,2
Cherry,Nebraska,85,26.5,82.3,26.1,-1111.1,18.3,5.8,1213,1127,106,65.6,32.8,2,2
Cheyenne,Nebraska,56,25.5,85.5,19.4,27.7,23.7,7.5,1338,1641,191,50,40,2,2
Clay,Nebraska,56,22.9,77.9,24.7,18.8,19.3,5.9,905,1332,138,0,29.7,1,2
Colfax,Nebraska,57,30.5,76.5,21.5,-1111.1,18.3,4.2,1758,3584,342,38.3,38.3,2,2
Cuming,Nebraska,56,28.6,76.6,26.1,-1111.1,16.6,4.9,1384,1858,103,41.3,31,2,2
Custer,Nebraska,82,26.9,85.4,25.7,25.1,15.4,6.8,2020,2292,232,70.1,35.1,2,2
Dakota,Nebraska,38,37.3,84.3,26,22.7,28.4,8.8,3414,2140,379,14.7,24.6,2,2
Dawes,Nebraska,84,17.5,84,19.5,20.5,14.7,8.3,1397,1379,158,81.1,57.9,2,2
Dawson,Nebraska,57,27.5,80.6,23,21.4,24.4,5.9,4286,3169,378,56.9,48.7,2,2
Deuel,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.1,292,466,39,49.9,149.7,2,2
Dixon,Nebraska,56,22.2,-1111.1,22.7,-1111.1,26.6,8.8,815,1046,94,16.2,32.5,2,1
Dodge,Nebraska,26,26.6,79,25.3,28.1,23.4,6.8,3868,6120,696,63.8,58.2,2,2
Douglas,Nebraska,10,22,82,22.2,21.5,22.8,6.1,49726,51455,8987,154,66.1,1,2
Dundy,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.6,373,455,38,46.9,46.9,2,2
Fillmore,Nebraska,54,32.8,80.8,21.1,-1111.1,10.7,9.5,643,1330,89,62.6,31.3,2,2
Franklin,Nebraska,58,-1111.1,90.3,-1111.1,-1111.1,22,11.7,480,820,82,58.5,58.5,2,2
Frontier,Nebraska,82,20.1,-1111.1,26.5,-1111.1,18.9,6.7,485,479,40,0,0,2,2
Furnas,Nebraska,58,22.8,88.8,24,-1111.1,20.1,5.5,697,1291,158,59.8,39.8,2,2
Gage,Nebraska,55,26,84.3,25.8,27.6,22.7,7.7,1878,4160,837,60.1,47.2,2,2
Garden,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.1,492,606,60,0,50.1,1,1
Garfield,Nebraska,84,-1111.1,-1111.1,-1111.1,-1111.1,14,10.7,362,488,43,55.1,110.1,2,2
Gosper,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,14.7,4.5,276,461,32,0,0,2,2
Grant,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,133,-2222,-2222,0,0,2,2
Greeley,Nebraska,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,530,598,37,0,0,2,2
Hall,Nebraska,45,27.5,82.9,24.8,23.6,22.3,6.3,7183,7167,1073,74.4,54.4,2,2
Hamilton,Nebraska,56,29.5,77.7,27,23.3,16.5,6,952,1364,136,73.2,41.8,2,2
Harlan,Nebraska,58,24,-1111.1,24.6,-1111.1,12,7.7,502,784,65,28.9,28.9,2,2
Hayes,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,260,-2222,-2222,0,0,2,1
Hitchcock,Nebraska,82,-1111.1,-1111.1,24.5,-1111.1,25.9,8.9,609,707,67,0,0,2,1
Holt,Nebraska,82,30.8,83.2,24.4,19.6,17.1,5,1955,2174,209,111.3,46.4,2,2
Hooker,Nebraska,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,123,199,15,268.8,268.8,2,2
Howard,Nebraska,56,24,82.8,28.9,-1111.1,16,6.5,972,1139,108,14.9,29.8,2,2
Jefferson,Nebraska,59,33.2,81.2,24,21.6,19.9,7.4,885,1806,196,63.1,63.1,2,2
Johnson,Nebraska,54,-1111.1,-1111.1,-1111.1,-1111.1,20.3,6.7,589,930,77,85.2,63.9,2,2
Kearney,Nebraska,56,25.9,76.9,24.2,14.4,17.4,5.5,682,1041,138,29.5,44.3,2,1
Keith,Nebraska,56,26.2,75.3,23.6,24.5,22.6,7.7,1269,1518,187,84,72,2,2
Keya Paha,Nebraska,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,316,195,17,0,0,2,1
Kimball,Nebraska,79,33.1,-1111.1,-1111.1,-1111.1,24.8,4.2,613,815,106,0,52.9,2,1
Knox,Nebraska,61,29,77.3,25.5,-1111.1,18.1,7.5,1590,2094,185,44.9,67.3,2,2
Lancaster,Nebraska,11,22.8,78.8,21.3,20.6,20.6,5.4,23280,26306,4077,84.6,72.5,1,2
Lincoln,Nebraska,31,22.7,82.8,23.4,26.1,20.9,6.7,4508,5125,827,73,56.1,2,2
Logan,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,-2222,-2222,0,0,2,2
Loup,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,218,-2222,-2222,0,0,2,2
McPherson,Nebraska,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,104,-2222,-2222,0,0,2,2
Madison,Nebraska,47,24.1,82.5,18.5,23.8,20.2,5.8,4605,5246,731,104.3,73.3,2,2
Merrick,Nebraska,56,37.1,81.8,31.3,-1111.1,23.2,9.4,1120,1363,152,37.2,49.6,2,2
Morrill,Nebraska,85,26.9,78,23,-1111.1,21.2,9.2,1038,919,117,58.1,19.4,1,1
Nance,Nebraska,40,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,647,754,69,0,81.8,2,2
Nemaha,Nebraska,54,29.1,-1111.1,26.8,-1111.1,24.2,7.8,675,1215,164,86.1,43.1,2,2
Nuckolls,Nebraska,58,25.5,82.4,24.6,-1111.1,10.1,7.3,625,1197,104,84.4,84.4,2,2
Otoe,Nebraska,54,25,82.1,25.1,30.8,17,6.2,1431,2566,291,70.9,51.6,2,2
Pawnee,Nebraska,58,-1111.1,-1111.1,-1111.1,-1111.1,13,8.5,443,752,57,69.5,69.5,2,2
Perkins,Nebraska,79,27.8,-1111.1,18.6,-1111.1,14.8,12.2,478,586,35,65.4,32.7,2,2
Phelps,Nebraska,56,28.5,79,30.9,21.5,15.4,4.7,965,1670,191,116.4,52.9,2,2
Pierce,Nebraska,56,33.5,76.8,21.9,-1111.1,23.2,6.1,1006,1236,101,65.8,26.3,2,2
Platte,Nebraska,47,20,84.5,20.7,22,16.8,5.7,3400,2695,204,48,35.2,1,2
Polk,Nebraska,56,22.5,86,18.9,-1111.1,23.3,6.2,569,1027,61,18.4,36.9,2,2
Red Willow,Nebraska,40,25.5,79.5,21.6,22.6,22.2,6.8,1663,2147,244,81.4,72.3,2,2
Richardson,Nebraska,59,31.6,80,28.7,-1111.1,22.6,7.2,1176,1926,255,22.9,57.3,2,2
Rock,Nebraska,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,378,365,16,0,63.8,2,2
Saline,Nebraska,54,22.9,82.1,28.1,24.1,18.5,6.2,1649,2245,241,49.3,49.3,2,2
Sarpy,Nebraska,12,18.9,81.2,25,20.3,19.9,5.4,9961,7815,1022,86.1,42.3,2,2
Saunders,Nebraska,57,26.1,81.2,23.6,23.3,18.8,7.4,1800,2920,323,39.1,24.4,2,2
Scotts Bluff,Nebraska,34,25.1,77.2,26.1,25.5,22.1,8.8,6288,6143,1180,95.2,51.7,1,2
Seward,Nebraska,55,20.4,77,21.7,21.5,15,6.4,1235,2377,190,65.7,35.8,2,2
Sheridan,Nebraska,85,29.7,-1111.1,28.2,-1111.1,14.2,7,1139,1247,90,52.9,35.3,2,1
Sherman,Nebraska,82,-1111.1,-1111.1,27.6,-1111.1,-1111.1,12.8,595,723,43,32.1,0,2,2
Sioux,Nebraska,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,364,-2222,-2222,0,0,2,2
Stanton,Nebraska,38,20,-1111.1,24.5,-1111.1,25.5,1.7,846,520,67,0,0,2,1
Thayer,Nebraska,58,24.4,79.6,27.1,-1111.1,19.7,8.8,650,1411,127,55.2,18.4,2,2
Thomas,Nebraska,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0,0,2,2
Thurston,Nebraska,66,26.3,-1111.1,-1111.1,-1111.1,-1111.1,14.7,1667,849,137,40.7,54.3,2,2
Valley,Nebraska,58,24.1,84.9,25.6,-1111.1,14.7,5.7,718,1022,83,68.2,45.4,2,2
Washington,Nebraska,38,20.6,86.4,28.4,20.7,19,6.8,1439,2314,214,50.6,25.3,2,2
Wayne,Nebraska,37,21.9,79.7,21.3,22.4,20.7,5,1075,1225,102,43.4,43.4,2,2
Webster,Nebraska,58,30.5,-1111.1,20.1,-1111.1,22.5,3.7,491,964,105,26.6,26.6,2,2
Wheeler,Nebraska,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,235,127,13,0,0,2,2
York,Nebraska,57,16.8,71.8,29,29.9,18.1,6.1,1250,2459,215,69.5,48.6,2,2
Churchill,Nevada,78,21.6,79,20.9,29,28,5.9,3588,2999,426,81.4,28.5,2,2
Clark,Nevada,1,25.6,78.3,21.6,24.8,25.7,7,233547,156919,25387,65.1,20.8,1,2
Douglas,Nevada,47,15.5,76.7,15.6,28.5,22.1,5.3,4964,6130,517,53.2,38.3,2,2
Elko,Nevada,77,25.4,85.4,23.2,23.3,26.5,5,7168,3025,573,52.7,28.5,1,2
Esmeralda,Nevada,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,141,23,0,0,2,1
Eureka,Nevada,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,242,199,31,70,0,1,1
Humboldt,Nevada,78,20.9,79.3,22.1,18.2,24.1,5.8,2530,1440,257,40.9,29.2,2,1
Lander,Nevada,78,21.9,82.1,23.4,-1111.1,19.4,5,787,434,87,58.7,19.6,1,1
Lincoln,Nevada,82,16.3,-1111.1,26.5,-1111.1,18.6,10.5,615,744,106,22.8,22.8,1,1
Lyon,Nevada,31,24.7,83.9,22.5,34.5,30.1,7.9,5474,5794,932,23.2,10.5,1,1
Mineral,Nevada,80,29.3,84.7,30.2,-1111.1,38.8,8.3,872,956,176,40.7,20.4,1,1
Nye,Nevada,77,28.3,78.6,27.7,32.6,28,9.5,5414,7184,1167,24.7,7.4,1,1
Pershing,Nevada,80,18.8,-1111.1,29.7,-1111.1,-1111.1,6,901,471,85,31.4,15.7,2,1
Storey,Nevada,37,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,498,148,21,0,0,2,1
Washoe,Nevada,9,18.6,77.9,18,23.4,22.2,5.6,48700,39045,6106,87.7,42.8,1,2
White Pine,Nevada,80,21.5,83.3,21.4,-1111.1,18.5,6.7,1213,1307,192,88.9,22.2,2,2
Carson City,Nevada,26,25.9,77.1,19.1,20.7,23.5,5.8,6904,9467,1129,94.5,39.2,1,2
Belknap,New Hampshire,17,21,74.3,19.8,25.6,22.7,6.4,4492,9691,1739,55.2,43.9,1,2
Carroll,New Hampshire,26,20.5,69.3,16.3,26.3,21.8,6.8,3925,8039,1163,67.5,40.1,2,2
Cheshire,New Hampshire,17,17.9,71,21.3,24.5,23.3,6.5,4594,10139,1672,75,46.6,2,2
Coos,New Hampshire,30,28,73.1,23.6,28.7,27.9,7.3,3379,6192,1228,109.9,29.7,1,2
Grafton,New Hampshire,17,17.8,68.6,20.4,22.1,18.8,5.6,7844,11414,1716,279.8,54.3,1,2
